,Overall,Potential,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Name,Age,Nationality,PreferredPositions
8632,67,67,73.0,62.0,81.0,80.0,62.0,66.0,65.0,66.0,64.0,61.0,73.0,10.0,7.0,15.0,11.0,15.0,54.0,45.0,74.0,56.0,65.0,42.0,44.0,62.0,69.0,67.0,74.0,39.0,76.0,72.0,43.0,48.0,68.0,50.0,V. Galiulin,29,Uzbekistan,RM LM
8633,67,67,81.0,73.0,80.0,80.0,70.0,65.0,59.0,64.0,71.0,65.0,64.0,16.0,6.0,15.0,8.0,7.0,58.0,38.0,90.0,53.0,54.0,16.0,64.0,69.0,64.0,61.0,70.0,22.0,86.0,80.0,23.0,69.0,57.0,63.0,Q. Antipas,33,Zimbabwe,ST CAM
8634,67,69,69.0,74.0,79.0,77.0,66.0,64.0,59.0,59.0,61.0,63.0,66.0,7.0,14.0,8.0,7.0,9.0,55.0,61.0,70.0,66.0,64.0,63.0,68.0,63.0,64.0,70.0,67.0,58.0,69.0,85.0,61.0,66.0,64.0,60.0,R. Towell,25,Republic of Ireland,CDM CM CAM
8635,67,71,63.0,72.0,59.0,63.0,65.0,57.0,41.0,45.0,59.0,56.0,53.0,13.0,15.0,13.0,10.0,12.0,57.0,66.0,54.0,69.0,65.0,58.0,50.0,55.0,63.0,67.0,67.0,56.0,56.0,80.0,60.0,72.0,71.0,48.0,Lee Jong Sung,24,Korea Republic,CM
8636,67,67,68.0,54.0,85.0,76.0,66.0,65.0,60.0,68.0,64.0,56.0,68.0,15.0,11.0,12.0,12.0,9.0,55.0,63.0,81.0,66.0,66.0,61.0,66.0,57.0,63.0,70.0,67.0,59.0,68.0,83.0,66.0,65.0,66.0,59.0,F. Torres,34,Mexico,CDM CM
8637,67,69,76.0,75.0,73.0,75.0,68.0,69.0,65.0,59.0,70.0,51.0,51.0,14.0,14.0,13.0,8.0,9.0,58.0,65.0,70.0,57.0,40.0,66.0,56.0,56.0,72.0,61.0,62.0,63.0,69.0,66.0,67.0,68.0,61.0,45.0,M. Tičinović,25,Croatia,RB LB
8638,67,77,54.0,61.0,50.0,62.0,62.0,52.0,30.0,36.0,32.0,49.0,29.0,8.0,11.0,11.0,16.0,8.0,69.0,68.0,70.0,49.0,29.0,64.0,48.0,44.0,57.0,62.0,52.0,71.0,60.0,75.0,69.0,66.0,47.0,31.0,J. Mondragón,22,Colombia,RB CB
8639,67,67,70.0,58.0,61.0,67.0,68.0,66.0,60.0,71.0,59.0,60.0,68.0,6.0,6.0,14.0,10.0,13.0,61.0,62.0,58.0,60.0,64.0,64.0,68.0,65.0,64.0,67.0,70.0,63.0,68.0,90.0,66.0,64.0,68.0,53.0,M. Rizzi,29,Germany,CM
8640,67,77,64.0,32.0,57.0,61.0,66.0,59.0,39.0,49.0,67.0,71.0,48.0,10.0,14.0,15.0,11.0,7.0,68.0,18.0,62.0,39.0,62.0,19.0,66.0,66.0,57.0,66.0,67.0,15.0,64.0,52.0,21.0,62.0,63.0,59.0,B. Labeau,21,France,ST
8641,67,67,58.0,77.0,69.0,76.0,69.0,59.0,62.0,48.0,60.0,47.0,52.0,11.0,8.0,16.0,9.0,9.0,64.0,72.0,68.0,62.0,69.0,75.0,70.0,53.0,76.0,65.0,58.0,71.0,52.0,38.0,72.0,62.0,65.0,61.0,F. Cubero,38,Argentina,RB
8642,67,67,54.0,80.0,63.0,61.0,45.0,57.0,41.0,42.0,34.0,37.0,40.0,13.0,13.0,15.0,6.0,15.0,61.0,63.0,82.0,43.0,44.0,68.0,47.0,42.0,61.0,47.0,51.0,71.0,52.0,33.0,69.0,75.0,40.0,32.0,G. Aguirre,35,Argentina,CB
8643,67,70,75.0,57.0,63.0,68.0,72.0,60.0,57.0,47.0,71.0,58.0,44.0,10.0,8.0,12.0,9.0,11.0,52.0,47.0,56.0,63.0,63.0,42.0,58.0,58.0,54.0,68.0,67.0,61.0,78.0,64.0,47.0,66.0,62.0,50.0,R. Mirzov,24,Russia,LW LM
8644,67,67,53.0,86.0,57.0,65.0,64.0,64.0,37.0,41.0,52.0,35.0,37.0,9.0,15.0,8.0,6.0,6.0,56.0,67.0,62.0,61.0,30.0,64.0,36.0,21.0,65.0,63.0,46.0,63.0,53.0,72.0,65.0,78.0,46.0,57.0,José Semedo,32,Portugal,CM CDM
8645,67,67,37.0,60.0,52.0,53.0,58.0,69.0,32.0,23.0,39.0,40.0,34.0,16.0,15.0,12.0,8.0,10.0,72.0,64.0,54.0,49.0,43.0,66.0,29.0,37.0,67.0,52.0,44.0,67.0,38.0,36.0,71.0,76.0,44.0,31.0,M. Stoll,34,Germany,CB
8646,67,76,68.0,38.0,64.0,63.0,68.0,64.0,68.0,68.0,75.0,67.0,70.0,7.0,5.0,12.0,13.0,5.0,43.0,28.0,45.0,61.0,69.0,23.0,66.0,65.0,50.0,64.0,65.0,37.0,67.0,68.0,31.0,62.0,60.0,60.0,G. Papunashvili,21,Georgia,CAM RM
8647,67,68,76.0,68.0,74.0,70.0,61.0,63.0,61.0,48.0,56.0,32.0,34.0,8.0,14.0,13.0,9.0,13.0,64.0,64.0,80.0,66.0,33.0,63.0,35.0,50.0,63.0,63.0,36.0,66.0,73.0,75.0,67.0,63.0,51.0,31.0,F. Duplus,27,France,LB RB
8648,67,72,72.0,58.0,59.0,49.0,55.0,65.0,12.0,14.0,36.0,11.0,15.0,12.0,11.0,7.0,7.0,8.0,60.0,68.0,80.0,44.0,13.0,66.0,23.0,12.0,60.0,44.0,33.0,66.0,72.0,66.0,68.0,83.0,23.0,15.0,A. Masi,24,Italy,CB
8649,67,67,74.0,76.0,79.0,85.0,71.0,63.0,73.0,69.0,70.0,61.0,68.0,10.0,14.0,9.0,9.0,7.0,37.0,30.0,81.0,68.0,68.0,33.0,63.0,64.0,63.0,69.0,68.0,30.0,64.0,90.0,42.0,57.0,69.0,45.0,K. Fisker,29,Denmark,CAM CM
8650,67,67,,85.0,,78.0,67.0,66.0,63.0,65.0,62.0,,62.0,5.0,14.0,6.0,12.0,13.0,67.0,67.0,64.0,65.0,60.0,65.0,42.0,64.0,69.0,66.0,69.0,68.0,,91.0,66.0,,64.0,47.0,M. Spelmann,30,Denmark,ST CM RM
8651,67,68,58.0,74.0,55.0,44.0,50.0,48.0,42.0,40.0,43.0,27.0,41.0,9.0,8.0,6.0,5.0,10.0,63.0,64.0,62.0,47.0,44.0,72.0,57.0,22.0,62.0,53.0,76.0,59.0,68.0,68.0,66.0,84.0,43.0,28.0,Eli Sabiá,28,Brazil,CB
8652,67,73,80.0,66.0,76.0,75.0,63.0,72.0,56.0,59.0,57.0,35.0,34.0,13.0,12.0,9.0,12.0,15.0,67.0,68.0,85.0,68.0,49.0,65.0,46.0,41.0,66.0,66.0,58.0,68.0,78.0,70.0,67.0,58.0,58.0,43.0,D. Diagné,22,Senegal,CM CB RB CDM
8653,67,69,74.0,67.0,62.0,65.0,54.0,53.0,60.0,56.0,51.0,36.0,37.0,7.0,12.0,16.0,11.0,15.0,66.0,66.0,78.0,54.0,34.0,64.0,42.0,47.0,61.0,62.0,60.0,67.0,68.0,77.0,64.0,74.0,40.0,31.0,S. Zurbriggen,27,Argentina,RB LB CB
8654,67,67,72.0,40.0,62.0,75.0,75.0,59.0,72.0,83.0,72.0,50.0,68.0,7.0,11.0,12.0,11.0,8.0,56.0,45.0,58.0,76.0,46.0,35.0,71.0,72.0,69.0,73.0,71.0,23.0,71.0,60.0,22.0,74.0,51.0,59.0,S. Vicerio,25,Chile,RM CAM
8655,67,67,58.0,35.0,29.0,22.0,9.0,49.0,15.0,16.0,11.0,14.0,14.0,67.0,61.0,71.0,69.0,67.0,13.0,21.0,55.0,33.0,14.0,10.0,18.0,13.0,61.0,35.0,19.0,10.0,49.0,45.0,10.0,85.0,41.0,12.0,C. Seitz,30,United States,GK
8656,67,67,82.0,55.0,70.0,72.0,66.0,56.0,66.0,64.0,63.0,62.0,59.0,15.0,15.0,13.0,15.0,10.0,50.0,50.0,69.0,56.0,54.0,50.0,51.0,69.0,59.0,65.0,72.0,39.0,81.0,78.0,49.0,65.0,46.0,51.0,A. Winter,30,Switzerland,LM RM
8657,67,74,65.0,61.0,65.0,72.0,70.0,64.0,56.0,53.0,72.0,66.0,68.0,12.0,11.0,12.0,10.0,9.0,45.0,59.0,55.0,63.0,61.0,47.0,58.0,67.0,53.0,70.0,63.0,48.0,70.0,74.0,55.0,64.0,61.0,55.0,G. Moncur,23,England,LM CM CAM
8658,67,67,69.0,59.0,74.0,85.0,69.0,67.0,62.0,69.0,67.0,45.0,69.0,6.0,13.0,15.0,13.0,7.0,49.0,66.0,71.0,66.0,69.0,62.0,63.0,66.0,64.0,67.0,69.0,62.0,62.0,62.0,64.0,60.0,67.0,49.0,D. Toledo,35,Mexico,RM CM
8659,67,74,67.0,72.0,74.0,69.0,67.0,58.0,55.0,50.0,62.0,45.0,50.0,15.0,8.0,13.0,8.0,14.0,53.0,65.0,60.0,65.0,69.0,50.0,58.0,55.0,63.0,66.0,73.0,68.0,69.0,80.0,70.0,70.0,69.0,32.0,L. Azouni,23,Tunisia,CDM CM
8660,67,76,87.0,48.0,80.0,69.0,68.0,50.0,62.0,55.0,69.0,58.0,57.0,14.0,14.0,7.0,14.0,10.0,55.0,38.0,59.0,56.0,55.0,23.0,58.0,59.0,62.0,59.0,58.0,25.0,85.0,65.0,27.0,58.0,59.0,48.0,C. O'Dowda,22,Republic of Ireland,RM LM
8661,67,77,62.0,66.0,59.0,71.0,65.0,49.0,55.0,38.0,59.0,40.0,52.0,14.0,14.0,11.0,9.0,10.0,67.0,62.0,65.0,68.0,66.0,61.0,50.0,52.0,66.0,71.0,58.0,58.0,55.0,76.0,67.0,60.0,65.0,35.0,E. Remedi,22,Argentina,CM CDM
8662,67,71,73.0,69.0,61.0,60.0,68.0,64.0,66.0,60.0,65.0,59.0,59.0,14.0,10.0,9.0,14.0,9.0,67.0,53.0,63.0,58.0,55.0,46.0,68.0,63.0,63.0,64.0,68.0,42.0,76.0,68.0,43.0,64.0,64.0,48.0,F. Herbers,23,Germany,ST RW RM
8663,67,67,76.0,45.0,62.0,72.0,68.0,57.0,55.0,48.0,65.0,75.0,37.0,7.0,14.0,9.0,11.0,10.0,64.0,19.0,70.0,36.0,69.0,20.0,73.0,56.0,54.0,64.0,67.0,27.0,75.0,60.0,19.0,56.0,54.0,59.0,G. Páez,27,Venezuela,RM CF RW ST
8664,67,67,80.0,49.0,77.0,70.0,63.0,56.0,68.0,67.0,70.0,57.0,53.0,12.0,8.0,10.0,12.0,8.0,43.0,40.0,54.0,59.0,60.0,42.0,51.0,61.0,61.0,62.0,63.0,45.0,83.0,76.0,49.0,67.0,60.0,58.0,L. Feeney,31,England,LM RM
8665,67,69,68.0,55.0,66.0,60.0,62.0,56.0,51.0,59.0,61.0,67.0,57.0,6.0,6.0,6.0,7.0,12.0,71.0,38.0,71.0,44.0,60.0,19.0,63.0,67.0,54.0,56.0,66.0,19.0,79.0,52.0,45.0,78.0,51.0,59.0,J. Mendes,26,France,RW ST
8666,67,68,85.0,34.0,79.0,70.0,70.0,62.0,65.0,77.0,74.0,62.0,31.0,7.0,14.0,14.0,13.0,7.0,33.0,17.0,39.0,57.0,67.0,25.0,61.0,46.0,60.0,61.0,58.0,32.0,74.0,66.0,30.0,48.0,58.0,54.0,O. El Kabir,25,Netherlands,LM
8667,67,67,30.0,81.0,40.0,29.0,,45.0,45.0,49.0,41.0,35.0,46.0,6.0,12.0,10.0,12.0,15.0,68.0,64.0,,,41.0,,44.0,32.0,,,48.0,56.0,32.0,,,,41.0,39.0,B. Burling,32,United States,CB
8668,67,69,76.0,69.0,81.0,60.0,62.0,53.0,32.0,45.0,60.0,66.0,63.0,13.0,16.0,10.0,10.0,15.0,68.0,24.0,89.0,31.0,59.0,27.0,72.0,67.0,58.0,46.0,77.0,28.0,79.0,67.0,24.0,78.0,52.0,56.0,W. Jebor,25,Liberia,ST
8669,67,75,55.0,26.0,57.0,65.0,67.0,47.0,32.0,38.0,69.0,71.0,28.0,11.0,13.0,9.0,13.0,14.0,65.0,17.0,67.0,51.0,67.0,12.0,61.0,67.0,71.0,60.0,68.0,19.0,52.0,52.0,11.0,56.0,48.0,64.0,Borja Domingo,21,Spain,ST
8670,67,67,54.0,38.0,63.0,63.0,65.0,64.0,70.0,75.0,66.0,63.0,80.0,10.0,8.0,9.0,8.0,13.0,48.0,21.0,31.0,66.0,63.0,22.0,58.0,66.0,65.0,74.0,70.0,18.0,54.0,52.0,26.0,57.0,68.0,61.0,Guilherme Finkler,31,Brazil,CF CAM
8671,67,67,59.0,59.0,62.0,67.0,66.0,61.0,74.0,78.0,60.0,50.0,75.0,8.0,10.0,10.0,7.0,15.0,61.0,64.0,70.0,64.0,60.0,65.0,62.0,68.0,71.0,67.0,77.0,64.0,61.0,74.0,65.0,70.0,69.0,54.0,C. Tierney,31,United States,LB
8672,67,69,75.0,88.0,75.0,77.0,67.0,60.0,56.0,56.0,63.0,51.0,55.0,15.0,12.0,13.0,7.0,7.0,66.0,73.0,73.0,65.0,50.0,69.0,59.0,55.0,69.0,68.0,53.0,71.0,74.0,85.0,71.0,78.0,63.0,40.0,L. Hyam,25,England,CM
8673,67,67,68.0,61.0,63.0,57.0,41.0,50.0,40.0,34.0,23.0,35.0,45.0,10.0,12.0,8.0,11.0,9.0,47.0,66.0,81.0,63.0,35.0,70.0,33.0,47.0,67.0,65.0,34.0,68.0,60.0,70.0,70.0,85.0,42.0,32.0,Lee Kyung Ryul,29,Korea Republic,CB
8674,67,75,74.0,59.0,74.0,63.0,68.0,65.0,61.0,58.0,65.0,55.0,60.0,16.0,7.0,8.0,9.0,12.0,50.0,45.0,62.0,62.0,61.0,55.0,50.0,62.0,61.0,67.0,58.0,53.0,68.0,72.0,58.0,58.0,71.0,46.0,L. MacLeod,23,Scotland,CAM LM
8675,67,71,66.0,62.0,62.0,59.0,64.0,53.0,67.0,32.0,65.0,45.0,44.0,6.0,14.0,12.0,10.0,10.0,70.0,63.0,81.0,63.0,57.0,65.0,51.0,52.0,65.0,66.0,63.0,66.0,69.0,64.0,68.0,74.0,58.0,43.0,F. Evangelista,25,Argentina,LB
8676,67,67,73.0,30.0,82.0,88.0,65.0,65.0,62.0,68.0,66.0,61.0,62.0,6.0,10.0,14.0,15.0,6.0,60.0,41.0,83.0,62.0,63.0,37.0,57.0,61.0,56.0,72.0,67.0,34.0,69.0,58.0,34.0,33.0,68.0,62.0,O. Vásquez,27,Colombia,CM CAM
8677,67,67,34.0,64.0,71.0,79.0,65.0,64.0,64.0,55.0,66.0,49.0,58.0,6.0,14.0,15.0,13.0,11.0,58.0,69.0,94.0,63.0,50.0,69.0,61.0,47.0,70.0,68.0,62.0,70.0,66.0,67.0,69.0,52.0,64.0,52.0,J. Núñez,34,Mexico,CM RB
8678,67,70,67.0,63.0,68.0,74.0,68.0,59.0,64.0,66.0,63.0,67.0,61.0,10.0,12.0,16.0,12.0,8.0,62.0,69.0,58.0,69.0,67.0,53.0,66.0,52.0,66.0,69.0,66.0,47.0,67.0,58.0,47.0,69.0,69.0,56.0,Dudu,26,Brazil,CAM
8679,67,67,76.0,50.0,73.0,65.0,65.0,57.0,50.0,52.0,62.0,63.0,40.0,12.0,8.0,9.0,15.0,9.0,66.0,45.0,72.0,49.0,61.0,33.0,69.0,67.0,62.0,59.0,70.0,42.0,73.0,56.0,42.0,70.0,56.0,57.0,W. Cosme,32,Colombia,RW ST
8680,67,73,79.0,59.0,75.0,75.0,70.0,62.0,63.0,59.0,72.0,65.0,48.0,16.0,12.0,8.0,15.0,13.0,61.0,40.0,45.0,62.0,63.0,40.0,66.0,60.0,61.0,67.0,68.0,47.0,78.0,65.0,45.0,65.0,56.0,67.0,V. Krotov,24,Russia,RW ST
8681,67,70,68.0,27.0,62.0,54.0,71.0,71.0,65.0,67.0,68.0,58.0,68.0,10.0,16.0,8.0,8.0,15.0,58.0,63.0,43.0,66.0,62.0,57.0,66.0,64.0,62.0,67.0,74.0,61.0,65.0,62.0,56.0,74.0,74.0,55.0,P. Žulj,24,Austria,CAM CDM CM
8682,67,67,43.0,67.0,47.0,30.0,60.0,54.0,43.0,50.0,45.0,68.0,35.0,14.0,14.0,8.0,11.0,9.0,86.0,22.0,66.0,41.0,56.0,42.0,62.0,69.0,62.0,54.0,75.0,13.0,46.0,69.0,39.0,91.0,56.0,59.0,M. Smith,28,England,ST
8683,67,67,59.0,76.0,57.0,65.0,62.0,72.0,68.0,56.0,57.0,32.0,34.0,9.0,10.0,13.0,9.0,14.0,61.0,67.0,67.0,59.0,36.0,73.0,42.0,48.0,61.0,54.0,54.0,72.0,55.0,66.0,72.0,67.0,39.0,29.0,M. Brečko,33,Slovenia,RB
8684,67,75,85.0,81.0,75.0,72.0,63.0,55.0,56.0,52.0,61.0,67.0,42.0,8.0,6.0,9.0,6.0,14.0,64.0,41.0,74.0,44.0,63.0,28.0,54.0,68.0,54.0,60.0,64.0,32.0,84.0,73.0,40.0,80.0,51.0,57.0,S. Emaná,23,Cameroon,LW ST
8685,67,67,69.0,80.0,38.0,63.0,60.0,60.0,67.0,60.0,62.0,63.0,52.0,9.0,7.0,15.0,12.0,7.0,77.0,57.0,81.0,57.0,55.0,46.0,66.0,74.0,78.0,60.0,76.0,47.0,68.0,85.0,56.0,82.0,63.0,65.0,Toquero,32,Spain,ST RM
8686,67,67,76.0,61.0,79.0,71.0,65.0,60.0,52.0,54.0,65.0,65.0,45.0,10.0,11.0,8.0,14.0,6.0,62.0,25.0,57.0,33.0,60.0,25.0,69.0,67.0,57.0,57.0,68.0,21.0,76.0,69.0,25.0,74.0,55.0,65.0,J. Simpson,28,England,ST
8687,67,75,61.0,71.0,63.0,72.0,64.0,65.0,57.0,67.0,58.0,64.0,70.0,11.0,8.0,12.0,8.0,10.0,57.0,64.0,76.0,66.0,69.0,61.0,59.0,66.0,62.0,70.0,68.0,57.0,75.0,74.0,59.0,60.0,67.0,31.0,L. Bertone,23,Switzerland,CDM CM
8688,67,72,53.0,76.0,64.0,49.0,59.0,56.0,36.0,44.0,52.0,37.0,38.0,9.0,9.0,14.0,12.0,7.0,60.0,65.0,32.0,59.0,41.0,72.0,33.0,50.0,62.0,57.0,43.0,61.0,45.0,90.0,74.0,75.0,53.0,34.0,N. Palacios,25,Colombia,CM CB CDM
8689,67,75,63.0,66.0,67.0,68.0,71.0,61.0,59.0,55.0,66.0,40.0,47.0,12.0,10.0,14.0,6.0,14.0,60.0,63.0,61.0,70.0,47.0,63.0,57.0,62.0,60.0,73.0,59.0,65.0,58.0,59.0,67.0,57.0,67.0,47.0,Sergio Gil,21,Spain,LM CAM CDM
8690,67,75,82.0,60.0,67.0,65.0,62.0,60.0,60.0,42.0,70.0,61.0,46.0,8.0,14.0,12.0,11.0,15.0,52.0,29.0,56.0,55.0,42.0,34.0,45.0,64.0,68.0,66.0,63.0,41.0,80.0,62.0,32.0,59.0,56.0,60.0,A. Katrich,22,Russia,RM
8691,67,69,62.0,64.0,59.0,59.0,70.0,65.0,61.0,74.0,64.0,57.0,67.0,7.0,8.0,11.0,12.0,13.0,58.0,56.0,51.0,64.0,69.0,52.0,67.0,64.0,69.0,71.0,77.0,57.0,64.0,65.0,59.0,70.0,65.0,62.0,D. Powers,26,United States,CM
8692,67,72,65.0,36.0,67.0,54.0,64.0,66.0,31.0,42.0,60.0,68.0,26.0,6.0,12.0,15.0,13.0,8.0,73.0,12.0,74.0,34.0,52.0,17.0,65.0,73.0,63.0,50.0,66.0,14.0,69.0,51.0,14.0,73.0,42.0,72.0,K. Friesenbichler,23,Austria,ST
8693,67,67,63.0,68.0,51.0,64.0,75.0,65.0,52.0,58.0,53.0,68.0,54.0,17.0,16.0,13.0,10.0,19.0,59.0,22.0,55.0,69.0,63.0,22.0,51.0,74.0,62.0,75.0,65.0,24.0,65.0,65.0,21.0,68.0,75.0,52.0,B. Avileda,25,Chile,CM RM
8694,67,74,79.0,72.0,73.0,72.0,69.0,66.0,61.0,69.0,66.0,44.0,50.0,5.0,7.0,12.0,8.0,5.0,50.0,68.0,52.0,67.0,52.0,54.0,48.0,55.0,65.0,71.0,58.0,62.0,76.0,73.0,63.0,55.0,62.0,38.0,J. Monteiro,23,Cape Verde,CM
8695,67,67,58.0,67.0,56.0,67.0,54.0,62.0,57.0,44.0,34.0,39.0,41.0,11.0,11.0,10.0,13.0,9.0,67.0,65.0,65.0,62.0,65.0,65.0,44.0,26.0,71.0,63.0,66.0,66.0,49.0,48.0,67.0,69.0,67.0,44.0,Cho Yong Hyung,33,Korea Republic,CB
8696,67,80,69.0,33.0,65.0,64.0,73.0,62.0,70.0,66.0,71.0,66.0,48.0,14.0,13.0,15.0,11.0,11.0,35.0,31.0,42.0,63.0,62.0,38.0,46.0,64.0,57.0,67.0,57.0,25.0,69.0,37.0,30.0,47.0,58.0,54.0,A. Mallé,19,Mali,CM LM RM
8697,67,67,50.0,57.0,58.0,46.0,63.0,64.0,54.0,66.0,53.0,44.0,62.0,14.0,6.0,13.0,11.0,10.0,65.0,68.0,73.0,53.0,60.0,67.0,61.0,50.0,70.0,58.0,69.0,58.0,59.0,65.0,65.0,78.0,53.0,41.0,K. Luijckx,31,Netherlands,CB
8698,67,67,60.0,77.0,60.0,54.0,60.0,70.0,68.0,53.0,65.0,56.0,60.0,14.0,15.0,11.0,14.0,11.0,63.0,70.0,68.0,58.0,43.0,69.0,63.0,41.0,71.0,64.0,65.0,68.0,52.0,,70.0,69.0,45.0,36.0,S. Warnock,35,England,LWB LB
8699,67,69,65.0,72.0,61.0,65.0,65.0,70.0,53.0,51.0,62.0,48.0,45.0,13.0,12.0,15.0,7.0,16.0,69.0,66.0,74.0,62.0,63.0,64.0,63.0,56.0,65.0,65.0,66.0,66.0,65.0,73.0,66.0,72.0,64.0,57.0,H. Cid,25,Mexico,CM CB CDM
8700,67,71,73.0,44.0,67.0,77.0,68.0,65.0,56.0,63.0,67.0,58.0,47.0,8.0,9.0,11.0,14.0,14.0,52.0,50.0,56.0,69.0,53.0,51.0,52.0,59.0,65.0,68.0,62.0,49.0,75.0,56.0,56.0,59.0,69.0,56.0,S. Štefánik,25,Slovakia,CM CAM
8701,67,67,74.0,58.0,66.0,63.0,63.0,66.0,66.0,48.0,57.0,37.0,43.0,11.0,9.0,7.0,9.0,14.0,62.0,60.0,73.0,52.0,30.0,62.0,43.0,36.0,63.0,66.0,43.0,66.0,67.0,75.0,67.0,65.0,45.0,31.0,A. Dercho,30,Germany,LB
8702,67,67,68.0,68.0,69.0,79.0,59.0,77.0,64.0,73.0,58.0,53.0,64.0,8.0,12.0,9.0,6.0,10.0,45.0,69.0,72.0,59.0,62.0,72.0,75.0,59.0,64.0,72.0,59.0,64.0,64.0,75.0,69.0,61.0,57.0,47.0,Manu,33,Switzerland,LB
8703,67,67,54.0,65.0,49.0,51.0,42.0,61.0,29.0,30.0,35.0,28.0,30.0,15.0,10.0,7.0,10.0,12.0,64.0,58.0,84.0,36.0,21.0,68.0,40.0,24.0,58.0,47.0,48.0,70.0,52.0,41.0,72.0,84.0,31.0,29.0,Luís Rocha,30,Portugal,CB
8704,67,76,49.0,68.0,63.0,76.0,62.0,58.0,45.0,35.0,49.0,34.0,33.0,13.0,9.0,11.0,10.0,8.0,43.0,74.0,57.0,63.0,32.0,58.0,39.0,46.0,70.0,68.0,44.0,57.0,42.0,66.0,61.0,69.0,68.0,28.0,Borja Fernández,21,Spain,CM CDM
8705,67,67,67.0,71.0,67.0,71.0,66.0,53.0,80.0,48.0,62.0,44.0,68.0,7.0,12.0,10.0,7.0,11.0,50.0,71.0,62.0,64.0,62.0,65.0,57.0,59.0,64.0,66.0,73.0,62.0,63.0,66.0,61.0,62.0,68.0,34.0,E. Garré,35,Argentina,LM LB
8706,67,73,84.0,71.0,78.0,65.0,64.0,59.0,64.0,38.0,66.0,45.0,39.0,5.0,12.0,9.0,10.0,12.0,44.0,59.0,61.0,58.0,45.0,66.0,41.0,58.0,66.0,65.0,48.0,65.0,85.0,78.0,66.0,63.0,59.0,33.0,Jang Ho Ik,23,Korea Republic,RB LB RM
8707,67,67,27.0,35.0,31.0,45.0,18.0,40.0,18.0,17.0,10.0,12.0,14.0,69.0,66.0,59.0,64.0,70.0,11.0,21.0,58.0,13.0,10.0,5.0,13.0,13.0,59.0,18.0,10.0,8.0,38.0,36.0,10.0,28.0,42.0,5.0,S. Fox,30,Scotland,GK
8708,67,67,69.0,72.0,70.0,68.0,67.0,61.0,57.0,34.0,62.0,59.0,56.0,14.0,13.0,8.0,7.0,7.0,69.0,59.0,75.0,65.0,50.0,53.0,63.0,68.0,71.0,67.0,64.0,56.0,71.0,89.0,66.0,74.0,64.0,47.0,J. Christjansen,29,Denmark,CDM
8709,67,67,33.0,77.0,58.0,69.0,53.0,64.0,35.0,31.0,48.0,22.0,22.0,8.0,13.0,11.0,14.0,8.0,66.0,60.0,70.0,51.0,36.0,67.0,32.0,16.0,59.0,55.0,43.0,71.0,52.0,68.0,69.0,73.0,31.0,39.0,A. Bruce,32,Northern Ireland,CB
8710,67,70,51.0,74.0,49.0,56.0,62.0,56.0,22.0,34.0,54.0,24.0,32.0,8.0,10.0,15.0,13.0,13.0,71.0,66.0,68.0,65.0,36.0,58.0,35.0,38.0,63.0,67.0,47.0,69.0,56.0,76.0,68.0,78.0,46.0,30.0,M. Bokadi,25,DR Congo,CDM
8711,67,67,60.0,65.0,73.0,73.0,71.0,70.0,60.0,72.0,79.0,58.0,58.0,8.0,7.0,16.0,13.0,9.0,61.0,54.0,72.0,62.0,65.0,59.0,66.0,68.0,72.0,72.0,67.0,54.0,68.0,40.0,57.0,78.0,59.0,69.0,Ilsinho,31,Brazil,CAM RM
8712,67,67,62.0,67.0,61.0,57.0,48.0,64.0,42.0,64.0,36.0,39.0,59.0,10.0,10.0,14.0,6.0,14.0,66.0,64.0,82.0,45.0,58.0,68.0,60.0,33.0,63.0,51.0,46.0,65.0,65.0,66.0,66.0,78.0,45.0,61.0,G. Ré,35,Argentina,RB LB CB
8713,67,77,70.0,69.0,70.0,71.0,68.0,69.0,64.0,54.0,64.0,52.0,65.0,8.0,11.0,12.0,7.0,9.0,64.0,65.0,74.0,64.0,66.0,44.0,40.0,63.0,61.0,68.0,77.0,61.0,75.0,82.0,65.0,69.0,62.0,49.0,J. Brownhill,21,England,CDM CM RM
8714,67,76,65.0,72.0,67.0,64.0,64.0,64.0,57.0,43.0,61.0,45.0,41.0,8.0,14.0,7.0,10.0,6.0,56.0,65.0,61.0,65.0,50.0,59.0,46.0,57.0,66.0,70.0,59.0,67.0,64.0,74.0,68.0,66.0,64.0,39.0,G. Prömel,22,Germany,CAM CDM
8715,67,70,78.0,81.0,46.0,52.0,54.0,44.0,23.0,28.0,,19.0,22.0,13.0,12.0,11.0,8.0,7.0,61.0,62.0,62.0,30.0,20.0,65.0,32.0,27.0,55.0,41.0,47.0,70.0,,63.0,70.0,78.0,34.0,26.0,Kim Min Hyeok,25,Korea Republic,CB
8716,67,68,50.0,70.0,59.0,31.0,49.0,32.0,34.0,53.0,26.0,23.0,46.0,14.0,8.0,12.0,9.0,15.0,71.0,60.0,68.0,44.0,21.0,63.0,54.0,28.0,61.0,52.0,12.0,60.0,63.0,75.0,71.0,86.0,36.0,24.0,Ricardo Machado,28,Portugal,CB
